codice_1_livello,label_1_livello_ENG,codice_2_livello,label_2_livello_ENG,definizione_ENG,codice_3_livello,label_3_livello_ENG,definizione_3_livello_ENG
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_10,"Mineralogy, petrology, igneous petrology, metamorphic petrology",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_11,"Geochemistry, crystal chemistry, isotope geochemistry, thermodynamics",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_12,"Sedimentology, soil science, palaeontology, earth evolution",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_13,Physical geography,
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_14,Earth observations from space/remote sensing,
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_15,"Geomagnetism, palaeomagnetism",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_16,"Ozone, upper atmosphere, ionosphere",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_17,"Hydrology, water and soil pollution",
PE,Physical Sciences and Engineering,PE10,Earth System Science,"Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",PE10_18,"Cryosphere, dynamics of snow and ice cover, sea ice, permafrosts and ice sheets",
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_1,Macromolecular complexes,"including interactions involving nucleic acids, proteins, lipids and carbohydrates"
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_2,Biochemistry,
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_3,"DNA synthesis, modification, repair, recombination, degradation",
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_4,"RNA synthesis, processing, modification, degradation",
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_5,"Protein synthesis, modification, turnover",
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_6,Lipid biology,
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_7,Glycobiology,
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_8,Molecular biophysics,"e.g. single-molecule approaches, bioenergetics, fluorescence"
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_9,Structural biology and its methodologies,"e.g. crystallography, cryo-EM, NMR and new technologies"
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_10,Molecular mechanisms of signalling pathways,
LS,Life Sciences,LS1,"Molecular Biology, Biochemistry, Structural Biology and Molecular Biophysics","Molecular synthesis, modification, mechanisms and interactions, biochemistry, structural biology, molecular biophysics signalling pathways",LS1_11,Fundamental aspects of synthetic biology and chemical biology,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_1,"Molecular genetics, reverse genetics,forward genetics, genome editing",
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_2,Non-coding RNAs,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_3,Quantitative genetics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_4,Genetic epidemiology,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_5,Epigenetics and gene regulation,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_6,Genomics,"e.g. comparative genomics, functional genomics"
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_7,Metagenomics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_8,Transcriptomics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_9,Proteomics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_10,Metabolomics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_11,Glycomics/Lipidomics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_12,Bioinformatics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_13,Computational biology,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_14,Biostatistics,
LS,Life Sciences,LS2,"Genetics, ’Omics’, Bioinformatics and Systems Biolog","Molecular genetics, quantitative genetics, genetic epidemiology, epigenetics, genomics, metagenomics, transcriptomics, proteomics, metabolomics, glycomics, bioinformatics, computational biology, biostatistics, systems biology",LS2_15,Systems biology,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_1,Morphology and functional imaging of cells and tissues,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_2,Cytoskeleton and cell behaviour,"e.g. control of cell shape, cell migration and cellular mechanosensing"
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_3,Organelle biology and trafficking,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_4,"Cell junctions, cell adhesion, cell communication and the extracellular matrix",
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_5,Cell signalling and signal transduction,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_6,"Cell cycle, division and growth",
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_7,Cell death and autophagy,Cell death including senescence
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_8,"Cell differentiation, physiology and dynamics",
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_9,Developmental genetics in animals and plants,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_10,Embryology and pattern formation in animals and plants,
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_11,Tissue organisation and morphogenesis in animals and plants,including biophysical approaches
LS,Life Sciences,LS3,Cellular and Developmental Biology,"Cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation and stem cell biology, in plants and animals, or, where appropriate, in microorganisms",LS3_12,"Stem cell biology in development, tissue regeneration and ageing, and fundamental aspects of stem cell-based therapies",
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_1,Organ physiology and pathophysiology,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_2,Comparative physiology and pathophysiology,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_3,Molecular aspects of endocrinology,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_4,Fundamental mechanisms underlying ageing,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_5,"Metabolism, biological basis of metabolism-related disorders",
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_6,Fundamental mechanisms underlying cancer,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_7,Fundamental mechanisms underlying cardiovascular diseases,
LS,Life Sciences,LS4,"Physiology, Pathophysiology and Endocrinology","Organ physiology, pathophysiology, endocrinology, metabolism, ageing, tumorigenesis, cardiovascular diseases, metabolic syndromes",LS4_8,Non-communicable diseases,except for neural/psychiatric and immunity-relateddiseases
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_1,"Neural cell function, communication and signalling, neurotransmission in neuronal and/or glial cells",
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_2,Systems neuroscience and computational neuroscience,"e.g. neural networks, neural modelling"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_3,"Neuronal development, plasticity and regeneration",
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_4,Sensation and perception,"e.g. sensory systems, sensory processing, pain"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_5,Neural bases of cognitive processes,"e.g. memory, learning, attention"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_6,Neural bases of behaviour,"e.g. sleep, consciousness, addiction"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_7,Neurological disorders,"e.g. neurodegenerative diseases, seizures"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_8,Psychiatric disorders,"e.g. affective and anxiety disorders, autism, psychotic disorders"
LS,Life Sciences,LS5,Neuroscience and Neural Disorders,"Neural cell function and signalling, systems neuroscience, neural bases of cognitive and behavioural processes, neurological and psychiatric disorders",LS5_9,Neurotrauma and neurovascularconditions,"including injury, blood-brain barrier, stroke, neurorehabilitation"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_1,Innate immunity in animals and plants,
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_2,Adaptive immunity,
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_3,Regulation and effector functions of the immune response,"e.g. cytokines, interferons and chemokines, inflammation, immune signalling, helper T cells, immunological memory, immunological tolerance, cell-mediated cytotoxicity, complement"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_4,Immunological mechanisms in disease,"e.g. autoimmunity, allergy, transplantation immunology, tumour immunolog"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_5,Biology of pathogens,"e.g. bacteria, viruses, parasites, fungi"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_6,Mechanisms of infection,"e.g. transmission, virulence factors, host defences, immunity to pathogens, molecular pathogenesis"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_7,Biological basis of prevention and treatment of infection,"e.g. infection natural cycle, reservoirs, vectors, vaccines, antimicrobials)"
LS,Life Sciences,LS6,Immunity and Infection,"The immune system and related disorders, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases",LS6_8,Infectious diseases in animals and plants,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_1,Imaging for medical diagnosis,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_2,Genetic tools for medical diagnosis,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_3,Other medical technologies for diagnosis and monitoring of diseases,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_4,Pharmacology and pharmacogenomics,"including drug discovery and design, drug delivery and therapy, toxicology"
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_5,"Applied gene and cell therapies, regenerative medicine",
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_6,Radiation therapy,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_7,Analgesia and surgery,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_8,Epidemiology and public health,
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_9,"Environmental health, occupational medicine",
LS,Life Sciences,LS7,"Applied Medical Technologies, Diagnostics, Therapiesand Public Health","evelopment of tools for diagnosis, monitoring and treatment of diseases, pharmacology, clinical medicine, regenerative medicine, epidemiology and public health",LS7_10,"Health services, health care research, medical ethic",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_1,"Ecosystem and community ecology, macroecology",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_2,"Biodiversity, conservation biology, conservation genetics",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_3,"Population biology, population dynamics, population genetics",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_4,Evolutionary ecology,
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_5,Evolutionary genetics,
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_6,"Phylogenetics, systematics, comparative biology",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_7,"Macroevolution,paleobiology",
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_8,"Coevolution, biological mechanisms and ecology of species interactions","e.g. symbiosis, parasitism, mutualism, food-webs)"
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_9,Behavioural ecology and evolution,
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_10,Microbialecology and evolution,
LS,Life Sciences,LS8,"Ecology, Evolution and Environmental Biology","Population, community and ecosystem ecology, evolutionary biology, behavioural ecology, microbial ecology",LS8_11,Marine biology and ecology,
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_1,Applied biotechnology,"including transgenic organisms, applied genetics and genomics, biosensors, bioreactors, microbiology, bioactive compounds"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_2,"Applied bioengineering, synthetic biology, chemical biology, nanobiotechnology, metabolic engineering, protein and glyco-engineering, tissue engineering, biocatalysis, biomimetics",
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_3,Applied animal sciences,"including animal breeding, veterinary sciences, animal husbandry, animal welfare, aquaculture, fisheries, insect gene drive"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_4,Applied plant sciences,"including crop production, plant breeding, agroecology, forestry, soil biology"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_5,Food sciences,"including food technology, food safety, nutrition"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_6,"Biomass production and utilisation, biofuels",
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_7,Environmental biotechnology,"including bioindicators, bioremediation, biodegradation"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_8,Biohazards,"including biological containment, biosafety, biosecurity"
LS,Life Sciences,LS9,"Applied Life Sciences, Biotechnology,and Molecular and Biosystems Engineering","Applied plant and animal sciences, forestry, food sciences, applied biotechnology, environmental, and marine biotechnology, applied bioengineering, biomass and biofuels, biohazards",LS9_9,Marine biotechnology,"including marine bioproducts, feed resources, genome mining"
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_1,Macroeconomics; monetary economics; economic growth,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_2,International management; international trade; international business; spatial economics,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_3,"Development economics, health economics, education economics",
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_4,Financial economics; banking; corporate finance; international finance; accounting; auditing; insurance,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_5,Labour and demographic economics; human resource management,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_6,Econometrics; operations research,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_7,Behavioural economics; experimental economics; neuro-economics,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_8,Microeconomics; game theory,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_9,Industrial organisation; strategy; entrepreneurship,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_10,Management; marketing; organisational behaviour; operations management,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_11,"Technological change, innovation, research & development",
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_12,Agricultural economics; energy economics; environmental economics,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_13,Public economics; political economics; law and economics,
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_14,"Competition law, contract law, trade law, Intellectual Property Rights",
SH,Social Sciences & Humanities,SH1,"Individuals, Markets and Organisations","Economics, finance and management",SH1_15,Quantitative economic history and history of economics; institutional economics; economic systems,
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_1,"Political systems, governance",
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_2,Democratisation and social movements,
SH,Social Sciences & Humanities,SH2,"Institutions, Values, Environment and Space","Political science, law, sustainability science, geography, regional studies and planning",SH2_3,"Conflict resolution, war, peace building",
