id_obbligo,label_ita_obbligo,organizzazione_nome,organizzazione_ipa,classificazione_S13_codice
170102,Obbligo di trasparenza concernente la documentazione relativa a ciascun procedimento di presentazione e approvazione delle proposte di trasformazione urbanistica,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,,101
180101,Obbligo di pubblicazione delle informazioni ambientali,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
190101,Obbligo di pubblicazione concernente le strutture sanitarie private accreditate,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,,101
200101,Obbligo di pubblicazione concernente gli interventi straordinari e di emergenza,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210102,Obbligo di pubblicazione riguardante il responsabile della prevenzione della corruzione e della trasparenza,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210104,Obbligo di pubblicazione della relazione del responsabile della prevenzione della corruzione e della trasparenza ,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210105,Obbligo di pubblicazione dei provvedimenti adottati dall'A.N.AC. ,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210106,Obbligo di pubblicazione di atti di accertamento delle violazioni ,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210201,"Obbligo di pubblicazione concernente le richeste di accesso civico ""semplice""",Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210202,"Obbligo di pubblicazione concernente le richeste di accesso civico ""generalizzato""",Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210203,Obbligo di pubblicazione del registro degli accessi ,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210301,"Obbligo di pubblicazione Catalogo dei dati, metadati e delle banche dati",Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210302,Obbligo di pubblicazione dei regolamenti su accesso telematico e il riutilizzo dei dati,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
210303,Obbligo di pubblicazione di obiettivi di accessibilità ,Ministero dell’Ambiente e della Tutela del Territorio e del Mare,m_amte,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Economia e delle Finanze,m_ef,101
010201,Obbligo di pubblicazione di riferimenti normativi su organizzazione e attività ,Ministero dell’Economia e delle Finanze,m_ef,101
010202,Obbligo di pubblicazione di atti amministrativi generali,Ministero dell’Economia e delle Finanze,m_ef,101
010203,Obbligo di pubblicazione di documenti di programmazione strategico-gestionale,Ministero dell’Economia e delle Finanze,m_ef,101
010204,Obbligo di pubblicazione di statuti e leggi regionali,Ministero dell’Economia e delle Finanze,,101
010205,Obbligo di pubblicazione del codice disciplinare e codice di condotta,Ministero dell’Economia e delle Finanze,m_ef,101
010301,Obbligo di pubblicazione dello scadenzario obblighi amministrativi,Ministero dell’Economia e delle Finanze,m_ef,101
020102,Obbligo di pubblicazione concernente i titolari di incarichi politici,Ministero dell’Economia e delle Finanze,,101
020107,"Obbligo di pubblicazione concernente i titolari di incarichi di amministrazione, di direzione o di governo",Ministero dell’Economia e delle Finanze,,101
020106,Obbligo di pubblicazione concernente i titolari cessati dall'incarico,Ministero dell’Economia e delle Finanze,m_ef,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Economia e delle Finanze,m_ef,101
020301,Obbligo di pubblicazione dei rendiconti gruppi consiliari regionali e provinciali,Ministero dell’Economia e delle Finanze,,101
020302,Obbligo di pubblicazione degli atti degli organi di controllo,Ministero dell’Economia e delle Finanze,,101
020401,Obbligo di pubblicazione concernente l'articolazione degli uffici,Ministero dell’Economia e delle Finanze,m_ef,101
020501,Obbligo di pubblicazione dei recapiti degli uffici,Ministero dell’Economia e delle Finanze,m_ef,101
030101,Obbligo di pubblicazione concernente i titolari di incarichi di collaborazione o consulenza,Ministero dell’Economia e delle Finanze,m_ef,101
030201,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da organi giurisdizionali o amministrativi,Ministero dell’Economia e delle Finanze,,101
030301,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da parte dei Prefetti,Ministero dell’Economia e delle Finanze,,101
040101,Obbligo di pubblicazione concernente i titolari di incarichi amministrativi di vertice,Ministero dell’Economia e delle Finanze,m_ef,101
040102,Obbligo di pubblicazione concernente i titolari di incarichi dirigenziali,Ministero dell’Economia e delle Finanze,m_ef,101
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Ministero dell’Economia e delle Finanze,m_ef,101
040203,Obbligo di pubblicazione del ruolo dirigenti,Ministero dell’Economia e delle Finanze,m_ef,101
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Ministero dell’Economia e delle Finanze,m_ef,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Economia e delle Finanze,m_ef,101
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Ministero dell’Economia e delle Finanze,m_ef,101
040601,Obbligo di pubblicazione concernente la dotazione organica,Ministero dell’Economia e delle Finanze,m_ef,101
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Ministero dell’Economia e delle Finanze,m_ef,101
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Ministero dell’Economia e delle Finanze,m_ef,101
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Ministero dell’Economia e delle Finanze,m_ef,101
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Ministero dell’Economia e delle Finanze,m_ef,101
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Ministero dell’Economia e delle Finanze,m_ef,101
041101,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione integrativa,Ministero dell’Economia e delle Finanze,m_ef,101
04110101,Obbligo di pubblicazione riguardante il costo dei contratti integrativi,Ministero dell’Economia e delle Finanze,m_ef,101
050101,Obbligo di pubblicazione relativo all'elenco dei bandi espletati ,Ministero dell’Economia e delle Finanze,m_ef,101
050102,Obbligo di pubblicazione relativo ai bandi di concorso,Ministero dell’Economia e delle Finanze,m_ef,101
060101,Obbligo di pubblicazione del sistema di misurazione e valutazione della Performance,Ministero dell’Economia e delle Finanze,m_ef,101
060201,Obbligo di pubblicazione del Piano della Performance e Piano esecutivo di gestione,Ministero dell’Economia e delle Finanze,m_ef,101
060301,Obbligo di pubblicazione della Relazione sulla Performance,Ministero dell’Economia e delle Finanze,m_ef,101
060401,Obbligo di pubblicazione dell'ammontare complessivo dei premi,Ministero dell’Economia e delle Finanze,m_ef,101
060501,Obbligo di pubblicazione dei dati relativi ai premi,Ministero dell’Economia e delle Finanze,m_ef,101
070101,Obbligo di pubblicazione dei dati relativi agli enti pubblici vigilati,Ministero dell’Economia e delle Finanze,m_ef,101
070201,Obbligo di pubblicazione dei dati relativi alle società  partecipate,Ministero dell’Economia e delle Finanze,m_ef,101
070301,Obbligo di pubblicazione dei dati relativi agli enti di diritto privato controllati,Ministero dell’Economia e delle Finanze,m_ef,101
070401,Obbligo di pubblicazione della rappresentazione grafica degli enti controllati,Ministero dell’Economia e delle Finanze,m_ef,101
080101,Obbligo di pubblicazione relativi alle tipologie di procedimenti amministrativi ,Ministero dell’Economia e delle Finanze,m_ef,101
080201,Obbligo di pubblicazione dei recapiti dell'ufficio responsabile,Ministero dell’Economia e delle Finanze,m_ef,101
090101,Obbligo di pubblicazione concernente provvedimenti degli organi di indirizzo politico,Ministero dell’Economia e delle Finanze,m_ef,101
090201,Obbligo di pubblicazione concernente provvedimenti di dirigenti amministrativi,Ministero dell’Economia e delle Finanze,m_ef,101
100101,Obbligo di pubblicazione dei dati relativi alle procedure di gara anno corrente,Ministero dell’Economia e delle Finanze,m_ef,101
100102,Obbligo di pubblicazione dei dati relativi alle procedure di gara anni passati,Ministero dell’Economia e delle Finanze,m_ef,101
100201,"Obbligo di pubblicazione concernente atti relativi alla programmazione di lavori, opere, servizi e forniture",Ministero dell’Economia e delle Finanze,m_ef,101
100202,Obbligo di pubblicazione concernente atti relativi alle procedure per l'affidamento di appalti pubblici,Ministero dell’Economia e delle Finanze,m_ef,101
100203,Obbligo di pubblicazione concernente provvedimenti di esclusione e di ammissione,Ministero dell’Economia e delle Finanze,m_ef,101
100204,Obbligo di pubblicazione concernente la commissione giudicatrice,Ministero dell’Economia e delle Finanze,m_ef,101
100205,Obbligo di pubblicazione concernente i contratti di acquisto di beni e servizi,Ministero dell’Economia e delle Finanze,m_ef,101
100206,Obbligo di pubblicazione concernente i resoconti della gestione finanziaria dei contratti al termine della loro esecuzione,Ministero dell’Economia e delle Finanze,m_ef,101
110101,"Obbligo di pubblicazione di criteri e modalità  di concessione di sovvenzioni, contributi, sussidi ed ausili finanziari",Ministero dell’Economia e delle Finanze,m_ef,101
110201,Obbligo di pubblicazione di atti di concessione,Ministero dell’Economia e delle Finanze,m_ef,101
120101,Obbligo di pubblicazione del bilancio preventivo,Ministero dell’Economia e delle Finanze,m_ef,101
120102,Obbligo di pubblicazione del bilancio consuntivo,Ministero dell’Economia e delle Finanze,m_ef,101
120201,Obbligo di pubblicazione del piano degli indicatori e dei risultati attesi di bilancio,Ministero dell’Economia e delle Finanze,m_ef,101
130101,Obbligo di pubblicazione concernente il patrimonio immobiliare,Ministero dell’Economia e delle Finanze,m_ef,101
130201,Obbligo di pubblicazione concernente canoni di locazione,Ministero dell’Economia e delle Finanze,m_ef,101
140101,Obbligo di pubblicazione concernente gli atti degli organismi di valutazione,Ministero dell’Economia e delle Finanze,m_ef,101
140201,Obbligo di pubblicazione concernente le relazioni degli organi di revisione amministrativa e contabile,Ministero dell’Economia e delle Finanze,m_ef,101
140301,Obbligo di pubblicazione concernente i rilievi Corte dei conti,Ministero dell’Economia e delle Finanze,m_ef,101
150101,Obbligo di pubblicazione concernente carta dei servizi e standard di qualità ,Ministero dell’Economia e delle Finanze,m_ef,101
150201,Obbligo di pubblicazione concernente la class action,Ministero dell’Economia e delle Finanze,m_ef,101
150301,Obbligo di pubblicazione concernentei costi contabilizzati,Ministero dell’Economia e delle Finanze,m_ef,101
150401,Obbligo di pubblicazione concernente le liste di attesa,Ministero dell’Economia e delle Finanze,,101
150401,Obbligo di pubblicazione concernente i dati relativi alle liste d'attesa,Ministero dell’Economia e delle Finanze,,101
150501,Obbligo di pubblicazione concernente l'utilizzo e gradimento servizi in rete,Ministero dell’Economia e delle Finanze,m_ef,101
150601,Obbligo di pubblicazione dei dati sui pagamenti,Ministero dell’Economia e delle Finanze,m_ef,101
150701,Obbligo di pubblicazione dei dati sui pagamenti del SSN,Ministero dell’Economia e delle Finanze,,101
150801,Obbligo di pubblicazione relativo all'indicatore di tempestività  dei pagamenti,Ministero dell’Economia e delle Finanze,m_ef,101
15080101,Obbligo di pubblicazione relativo all'indicatore trimestrale di tempestività  dei pagamenti,Ministero dell’Economia e delle Finanze,m_ef,101
150802,Obbligo di pubblicazione relativo all'ammontare complessivo dei debiti,Ministero dell’Economia e delle Finanze,m_ef,101
150901,Obbligo di pubblicazione delle informazioni su iBAN e pagamenti informatici,Ministero dell’Economia e delle Finanze,m_ef,101
160101,Obbligo di pubblicazione relativo ai nuclei di valutazione e verifica degli investimenti pubblici ,Ministero dell’Economia e delle Finanze,m_ef,101
160201,Obbligo di pubblicazione degli atti di programmazione delle opere pubbliche,Ministero dell’Economia e delle Finanze,m_ef,101
160301,"Obbligo di pubblicazione di tempi, costi unitari e indicatori di realizzazione delle opere pubbliche in corso o completate.",Ministero dell’Economia e delle Finanze,m_ef,101
170101,Obbligo di trasparenza concernente gli atti di governo del territorio,Ministero dell’Economia e delle Finanze,m_ef,101
170102,Obbligo di trasparenza concernente la documentazione relativa a ciascun procedimento di presentazione e approvazione delle proposte di trasformazione urbanistica,Ministero dell’Economia e delle Finanze,,101
180101,Obbligo di pubblicazione delle informazioni ambientali,Ministero dell’Economia e delle Finanze,m_ef,101
190101,Obbligo di pubblicazione concernente le strutture sanitarie private accreditate,Ministero dell’Economia e delle Finanze,,101
200101,Obbligo di pubblicazione concernente gli interventi straordinari e di emergenza,Ministero dell’Economia e delle Finanze,m_ef,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Economia e delle Finanze,m_ef,101
210102,Obbligo di pubblicazione riguardante il responsabile della prevenzione della corruzione e della trasparenza,Ministero dell’Economia e delle Finanze,m_ef,101
210104,Obbligo di pubblicazione della relazione del responsabile della prevenzione della corruzione e della trasparenza ,Ministero dell’Economia e delle Finanze,m_ef,101
210105,Obbligo di pubblicazione dei provvedimenti adottati dall'A.N.AC. ,Ministero dell’Economia e delle Finanze,m_ef,101
210106,Obbligo di pubblicazione di atti di accertamento delle violazioni ,Ministero dell’Economia e delle Finanze,m_ef,101
210201,"Obbligo di pubblicazione concernente le richeste di accesso civico ""semplice""",Ministero dell’Economia e delle Finanze,m_ef,101
210202,"Obbligo di pubblicazione concernente le richeste di accesso civico ""generalizzato""",Ministero dell’Economia e delle Finanze,m_ef,101
210203,Obbligo di pubblicazione del registro degli accessi ,Ministero dell’Economia e delle Finanze,m_ef,101
210301,"Obbligo di pubblicazione Catalogo dei dati, metadati e delle banche dati",Ministero dell’Economia e delle Finanze,m_ef,101
210302,Obbligo di pubblicazione dei regolamenti su accesso telematico e il riutilizzo dei dati,Ministero dell’Economia e delle Finanze,m_ef,101
210303,Obbligo di pubblicazione di obiettivi di accessibilità ,Ministero dell’Economia e delle Finanze,m_ef,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Interno,m_it,101
010201,Obbligo di pubblicazione di riferimenti normativi su organizzazione e attività ,Ministero dell’Interno,m_it,101
010202,Obbligo di pubblicazione di atti amministrativi generali,Ministero dell’Interno,m_it,101
010203,Obbligo di pubblicazione di documenti di programmazione strategico-gestionale,Ministero dell’Interno,m_it,101
010204,Obbligo di pubblicazione di statuti e leggi regionali,Ministero dell’Interno,,101
010205,Obbligo di pubblicazione del codice disciplinare e codice di condotta,Ministero dell’Interno,m_it,101
010301,Obbligo di pubblicazione dello scadenzario obblighi amministrativi,Ministero dell’Interno,m_it,101
020102,Obbligo di pubblicazione concernente i titolari di incarichi politici,Ministero dell’Interno,m_it,101
020107,"Obbligo di pubblicazione concernente i titolari di incarichi di amministrazione, di direzione o di governo",Ministero dell’Interno,,101
020106,Obbligo di pubblicazione concernente i titolari cessati dall'incarico,Ministero dell’Interno,m_it,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Interno,m_it,101
020301,Obbligo di pubblicazione dei rendiconti gruppi consiliari regionali e provinciali,Ministero dell’Interno,,101
020302,Obbligo di pubblicazione degli atti degli organi di controllo,Ministero dell’Interno,,101
020401,Obbligo di pubblicazione concernente l'articolazione degli uffici,Ministero dell’Interno,m_it,101
020501,Obbligo di pubblicazione dei recapiti degli uffici,Ministero dell’Interno,m_it,101
030101,Obbligo di pubblicazione concernente i titolari di incarichi di collaborazione o consulenza,Ministero dell’Interno,m_it,101
030201,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da organi giurisdizionali o amministrativi,Ministero dell’Interno,,101
030301,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da parte dei Prefetti,Ministero dell’Interno,,101
040101,Obbligo di pubblicazione concernente i titolari di incarichi amministrativi di vertice,Ministero dell’Interno,m_it,101
040102,Obbligo di pubblicazione concernente i titolari di incarichi dirigenziali,Ministero dell’Interno,m_it,101
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Ministero dell’Interno,m_it,101
040203,Obbligo di pubblicazione del ruolo dirigenti,Ministero dell’Interno,m_it,101
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Ministero dell’Interno,m_it,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Interno,m_it,101
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Ministero dell’Interno,m_it,101
040601,Obbligo di pubblicazione concernente la dotazione organica,Ministero dell’Interno,m_it,101
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Ministero dell’Interno,m_it,101
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Ministero dell’Interno,m_it,101
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Ministero dell’Interno,m_it,101
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Ministero dell’Interno,m_it,101
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Ministero dell’Interno,m_it,101
041101,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione integrativa,Ministero dell’Interno,m_it,101
04110101,Obbligo di pubblicazione riguardante il costo dei contratti integrativi,Ministero dell’Interno,m_it,101
050101,Obbligo di pubblicazione relativo all'elenco dei bandi espletati ,Ministero dell’Interno,m_it,101
050102,Obbligo di pubblicazione relativo ai bandi di concorso,Ministero dell’Interno,m_it,101
060101,Obbligo di pubblicazione del sistema di misurazione e valutazione della Performance,Ministero dell’Interno,m_it,101
060201,Obbligo di pubblicazione del Piano della Performance e Piano esecutivo di gestione,Ministero dell’Interno,m_it,101
060301,Obbligo di pubblicazione della Relazione sulla Performance,Ministero dell’Interno,m_it,101
060401,Obbligo di pubblicazione dell'ammontare complessivo dei premi,Ministero dell’Interno,m_it,101
060501,Obbligo di pubblicazione dei dati relativi ai premi,Ministero dell’Interno,m_it,101
070101,Obbligo di pubblicazione dei dati relativi agli enti pubblici vigilati,Ministero dell’Interno,m_it,101
070201,Obbligo di pubblicazione dei dati relativi alle società  partecipate,Ministero dell’Interno,m_it,101
070301,Obbligo di pubblicazione dei dati relativi agli enti di diritto privato controllati,Ministero dell’Interno,m_it,101
070401,Obbligo di pubblicazione della rappresentazione grafica degli enti controllati,Ministero dell’Interno,m_it,101
080101,Obbligo di pubblicazione relativi alle tipologie di procedimenti amministrativi ,Ministero dell’Interno,m_it,101
080201,Obbligo di pubblicazione dei recapiti dell'ufficio responsabile,Ministero dell’Interno,m_it,101
090101,Obbligo di pubblicazione concernente provvedimenti degli organi di indirizzo politico,Ministero dell’Interno,m_it,101
090201,Obbligo di pubblicazione concernente provvedimenti di dirigenti amministrativi,Ministero dell’Interno,m_it,101
100101,Obbligo di pubblicazione dei dati relativi alle procedure di gara anno corrente,Ministero dell’Interno,m_it,101
100102,Obbligo di pubblicazione dei dati relativi alle procedure di gara anni passati,Ministero dell’Interno,m_it,101
100201,"Obbligo di pubblicazione concernente atti relativi alla programmazione di lavori, opere, servizi e forniture",Ministero dell’Interno,m_it,101
100202,Obbligo di pubblicazione concernente atti relativi alle procedure per l'affidamento di appalti pubblici,Ministero dell’Interno,m_it,101
100203,Obbligo di pubblicazione concernente provvedimenti di esclusione e di ammissione,Ministero dell’Interno,m_it,101
100204,Obbligo di pubblicazione concernente la commissione giudicatrice,Ministero dell’Interno,m_it,101
100205,Obbligo di pubblicazione concernente i contratti di acquisto di beni e servizi,Ministero dell’Interno,m_it,101
100206,Obbligo di pubblicazione concernente i resoconti della gestione finanziaria dei contratti al termine della loro esecuzione,Ministero dell’Interno,m_it,101
110101,"Obbligo di pubblicazione di criteri e modalità  di concessione di sovvenzioni, contributi, sussidi ed ausili finanziari",Ministero dell’Interno,m_it,101
110201,Obbligo di pubblicazione di atti di concessione,Ministero dell’Interno,m_it,101
120101,Obbligo di pubblicazione del bilancio preventivo,Ministero dell’Interno,m_it,101
120102,Obbligo di pubblicazione del bilancio consuntivo,Ministero dell’Interno,m_it,101
120201,Obbligo di pubblicazione del piano degli indicatori e dei risultati attesi di bilancio,Ministero dell’Interno,m_it,101
130101,Obbligo di pubblicazione concernente il patrimonio immobiliare,Ministero dell’Interno,m_it,101
130201,Obbligo di pubblicazione concernente canoni di locazione,Ministero dell’Interno,m_it,101
140101,Obbligo di pubblicazione concernente gli atti degli organismi di valutazione,Ministero dell’Interno,m_it,101
140201,Obbligo di pubblicazione concernente le relazioni degli organi di revisione amministrativa e contabile,Ministero dell’Interno,m_it,101
140301,Obbligo di pubblicazione concernente i rilievi Corte dei conti,Ministero dell’Interno,m_it,101
150101,Obbligo di pubblicazione concernente carta dei servizi e standard di qualità ,Ministero dell’Interno,m_it,101
150201,Obbligo di pubblicazione concernente la class action,Ministero dell’Interno,m_it,101
150301,Obbligo di pubblicazione concernentei costi contabilizzati,Ministero dell’Interno,m_it,101
150401,Obbligo di pubblicazione concernente le liste di attesa,Ministero dell’Interno,,101
150401,Obbligo di pubblicazione concernente i dati relativi alle liste d'attesa,Ministero dell’Interno,,101
150501,Obbligo di pubblicazione concernente l'utilizzo e gradimento servizi in rete,Ministero dell’Interno,m_it,101
150601,Obbligo di pubblicazione dei dati sui pagamenti,Ministero dell’Interno,m_it,101
150701,Obbligo di pubblicazione dei dati sui pagamenti del SSN,Ministero dell’Interno,,101
150801,Obbligo di pubblicazione relativo all'indicatore di tempestività  dei pagamenti,Ministero dell’Interno,m_it,101
15080101,Obbligo di pubblicazione relativo all'indicatore trimestrale di tempestività  dei pagamenti,Ministero dell’Interno,m_it,101
150802,Obbligo di pubblicazione relativo all'ammontare complessivo dei debiti,Ministero dell’Interno,m_it,101
150901,Obbligo di pubblicazione delle informazioni su iBAN e pagamenti informatici,Ministero dell’Interno,m_it,101
160101,Obbligo di pubblicazione relativo ai nuclei di valutazione e verifica degli investimenti pubblici ,Ministero dell’Interno,m_it,101
160201,Obbligo di pubblicazione degli atti di programmazione delle opere pubbliche,Ministero dell’Interno,m_it,101
160301,"Obbligo di pubblicazione di tempi, costi unitari e indicatori di realizzazione delle opere pubbliche in corso o completate.",Ministero dell’Interno,m_it,101
170101,Obbligo di trasparenza concernente gli atti di governo del territorio,Ministero dell’Interno,m_it,101
170102,Obbligo di trasparenza concernente la documentazione relativa a ciascun procedimento di presentazione e approvazione delle proposte di trasformazione urbanistica,Ministero dell’Interno,,101
180101,Obbligo di pubblicazione delle informazioni ambientali,Ministero dell’Interno,m_it,101
190101,Obbligo di pubblicazione concernente le strutture sanitarie private accreditate,Ministero dell’Interno,,101
200101,Obbligo di pubblicazione concernente gli interventi straordinari e di emergenza,Ministero dell’Interno,m_it,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Interno,m_it,101
210102,Obbligo di pubblicazione riguardante il responsabile della prevenzione della corruzione e della trasparenza,Ministero dell’Interno,m_it,101
210104,Obbligo di pubblicazione della relazione del responsabile della prevenzione della corruzione e della trasparenza ,Ministero dell’Interno,m_it,101
210105,Obbligo di pubblicazione dei provvedimenti adottati dall'A.N.AC. ,Ministero dell’Interno,m_it,101
210106,Obbligo di pubblicazione di atti di accertamento delle violazioni ,Ministero dell’Interno,m_it,101
210201,"Obbligo di pubblicazione concernente le richeste di accesso civico ""semplice""",Ministero dell’Interno,m_it,101
210202,"Obbligo di pubblicazione concernente le richeste di accesso civico ""generalizzato""",Ministero dell’Interno,m_it,101
210203,Obbligo di pubblicazione del registro degli accessi ,Ministero dell’Interno,m_it,101
210301,"Obbligo di pubblicazione Catalogo dei dati, metadati e delle banche dati",Ministero dell’Interno,m_it,101
210302,Obbligo di pubblicazione dei regolamenti su accesso telematico e il riutilizzo dei dati,Ministero dell’Interno,m_it,101
210303,Obbligo di pubblicazione di obiettivi di accessibilità ,Ministero dell’Interno,m_it,101
010101,Obbligo inerente la pubblicazione del Piano triennale per la prevenzione della corruzione e della trasparenza (PTCT),Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
010201,Obbligo di pubblicazione di riferimenti normativi su organizzazione e attività ,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
010202,Obbligo di pubblicazione di atti amministrativi generali,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
010203,Obbligo di pubblicazione di documenti di programmazione strategico-gestionale,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
010204,Obbligo di pubblicazione di statuti e leggi regionali,Ministero dell’Istruzione dell’Università e della Ricerca,,101
010205,Obbligo di pubblicazione del codice disciplinare e codice di condotta,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
010301,Obbligo di pubblicazione dello scadenzario obblighi amministrativi,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020102,Obbligo di pubblicazione concernente i titolari di incarichi politici,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020107,"Obbligo di pubblicazione concernente i titolari di incarichi di amministrazione, di direzione o di governo",Ministero dell’Istruzione dell’Università e della Ricerca,,101
020106,Obbligo di pubblicazione concernente i titolari cessati dall'incarico,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020301,Obbligo di pubblicazione dei rendiconti gruppi consiliari regionali e provinciali,Ministero dell’Istruzione dell’Università e della Ricerca,,101
020302,Obbligo di pubblicazione degli atti degli organi di controllo,Ministero dell’Istruzione dell’Università e della Ricerca,,101
020401,Obbligo di pubblicazione concernente l'articolazione degli uffici,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020501,Obbligo di pubblicazione dei recapiti degli uffici,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
030101,Obbligo di pubblicazione concernente i titolari di incarichi di collaborazione o consulenza,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
030201,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da organi giurisdizionali o amministrativi,Ministero dell’Istruzione dell’Università e della Ricerca,,101
030301,Obbligo di pubblicazione concernente gli amministratori e gli esperti nominati da parte dei Prefetti,Ministero dell’Istruzione dell’Università e della Ricerca,,101
040101,Obbligo di pubblicazione concernente i titolari di incarichi amministrativi di vertice,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040102,Obbligo di pubblicazione concernente i titolari di incarichi dirigenziali,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040202,Obbligo di pubblicazione del numero di posti di funzione disponibili,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040203,Obbligo di pubblicazione del ruolo dirigenti,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040301,Obbligo di pubblicazione concernente i dirigenti cessati,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
020201,Obbligo di pubblicazione delle sanzioni per mancata comunicazione dei dati,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040501,Obbligo di pubblicazione concernente i titolari di posizioni organizzative,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040601,Obbligo di pubblicazione concernente la dotazione organica,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040701,Obbligo di pubblicazione concernente il personale non a tempo indeterminato,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
04070101,Obbligo di pubblicazione concernente il costo del personale non a tempo indeterminato,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040801,Obbligo di pubblicazione dei tassi di assenza trimestrali,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
040901,Obbligo di pubblicazione riguardante gli incarichi conferiti e autorizzati ai dipendenti,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
041001,Obbligo di pubblicazione riguardante i riferimenti alla contrattazione collettiva,Ministero dell’Istruzione dell’Università e della Ricerca,m_pi,101
